id,IDTechnology,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
200,199,,2141101,ay,ayyubids,abbasid_ha_01,feudal-military-wing-master-smiths-1,"Master Smiths
(Feudal Military Wing)",technology,"Constructs the Military Wing.
The Blacksmith's damage and armor technologies become free and complete automatically when entering an Age. (Those of other Ages must still be researched as normal).",feudal-military-wing-master-smiths,"Master Smiths
(Feudal Military Wing)",upgrade_add_military_wing_dark_b_abb_ha_01,"Constructs the Military Wing.
The Blacksmith's damage and armor technologies become free and complete automatically when entering an Age. (Those of other Ages must still be researched as normal).",1,,400,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
201,200,,2132764,ay,ayyubids,abbasid_ha_01,feudal-military-wing-reinforcement-1,"Reinforcement
(Feudal Military Wing)",technology,"Constructs the Military Wing.
Upon completion, Cavalry units gain the ability to construct siege weapons.
The House of Wisdom produces 1 Desert Raider after 15 seconds and then every 2 minutes for the rest of the game.",feudal-military-wing-reinforcement,"Reinforcement
(Feudal Military Wing)",upgrade_add_military_wing_dark_a_abb_ha_01,"Constructs the Military Wing.
Upon completion, Cavalry units gain the ability to construct siege weapons.
The House of Wisdom produces 1 Desert Raider after 15 seconds and then every 2 minutes for the rest of the game.",1,,400,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
202,201,,2141115,ay,ayyubids,abbasid_ha_01,feudal-trade-wing-advisors-1,"Advisors
(Feudal Trade Wing)",technology,"Constructs the Trade Wing.
Upon completion, gain 3 Atabeg which can be garrisoned in any military production building (except Docks) to increase the health of newly trained units by 20%.",feudal-trade-wing-advisors,"Advisors
(Feudal Trade Wing)",upgrade_add_trade_wing_dark_b_abb_ha_01,"Constructs the Trade Wing.
Upon completion, gain 3 Atabeg which can be garrisoned in any military production building (except Docks) to increase the health of newly trained units by 20%.",1,,400,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
203,202,,2141114,ay,ayyubids,abbasid_ha_01,feudal-trade-wing-bazaar-1,"Bazaar
(Feudal Trade Wing)",technology,"Constructs the Trade Wing.
Every three minutes a trade caravan arrives with a random selection of four favorable exchanges of resources and units.
The quality of these trades is permanently set depending on the Age at which the Trade Wing is constructed. Using the Trade Wing to enter a later age provides more lucrative trades.",feudal-trade-wing-bazaar,"Bazaar
(Feudal Trade Wing)",upgrade_add_trade_wing_dark_a_abb_ha_01,"Constructs the Trade Wing.
Every three minutes a trade caravan arrives with a random selection of four favorable exchanges of resources and units.
The quality of these trades is permanently set depending on the Age at which the Trade Wing is constructed. Using the Trade Wing to enter a later age provides more lucrative trades.",1,,400,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
204,203,,188116,ay,ayyubids,abbasid_ha_01,fitted-leatherwork-2,Fitted Leatherwork,technology,Increase the melee armor of all non-siege units by +1.,fitted-leatherwork,Fitted Leatherwork,upgrade_melee_armor_i,Increase the melee armor of all non-siege units by +1.,2,,50,125,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
205,204,,171999,ay,ayyubids,abbasid_ha_01,forestry-1,Forestry,technology,Double the rate at which Villagers chop down trees.,forestry,Forestry,upgrade_econ_resource_wood_fell_rate_1,Double the rate at which Villagers chop down trees.,1,,25,50,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
206,205,,127331,ay,ayyubids,abbasid_ha_01,fortify-outpost-2,Fortify Outpost,technology,Add +1000 health and +5 fire armor to this Outpost.,fortify-outpost,Fortify Outpost,upgrade_outpost_stone,Add +1000 health and +5 fire armor to this Outpost.,2,,0,0,0,100,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
207,206,,127863,ay,ayyubids,abbasid_ha_01,geometry-4,Geometry,technology,Increase damage of Trebuchets by +20%.,geometry,Geometry,upgrade_siege_mathematics,Increase damage of Trebuchets by +20%.,4,,0,225,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
208,207,,191268,ay,ayyubids,abbasid_ha_01,greased-axles-3,Greased Axles,technology,Increase the movement speed of siege engines by +15%.,greased-axles,Greased Axles,upgrade_siege_weapon_speed,Increase the movement speed of siege engines by +15%.,3,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
209,208,,2101720,ay,ayyubids,abbasid_ha_01,heated-shot-4,Heated Shot,technology,"Archer Ship arrows light enemy Ships on fire, dealing damage over time.",heated-shot,Heated Shot,upgrade_naval_heated_shot,"Archer Ship arrows light enemy Ships on fire, dealing damage over time.",4,,0,500,200,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
210,209,,129401,ay,ayyubids,abbasid_ha_01,herbal-medicine-3,Herbal Medicine,technology,Increase the healing rate of religious units by +60%.,herbal-medicine,Herbal Medicine,upgrade_unit_religious_herbal_medicine_4,Increase the healing rate of religious units by +60%.,3,,0,275,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
211,210,,128049,ay,ayyubids,abbasid_ha_01,horticulture-2,Horticulture,technology,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,horticulture,Horticulture,upgrade_econ_resource_food_harvest_rate_2,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,2,,0,100,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
212,211,,2141108,ay,ayyubids,abbasid_ha_01,imperial-culture-wing-advancement-3,"Advancement
(Imperial Culture Wing)",technology,"Constructs the Culture Wing.
Build this wing to advance to the next Age in 20% less time and with 1350 less costs.",imperial-culture-wing-advancement,"Advancement
(Imperial Culture Wing)",upgrade_add_culture_wing_castle_a_abb_ha_01,"Constructs the Culture Wing.
Build this wing to advance to the next Age in 20% less time and with 1350 less costs.",3,,1500,750,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
213,212,,2141109,ay,ayyubids,abbasid_ha_01,imperial-culture-wing-logistics-3,"Logistics
(Imperial Culture Wing)",technology,"Constructs the Culture Wing.
Upon completion, grants 4 Dervish, improves the unit's healing by +50%, and turns it on permanently.",imperial-culture-wing-logistics,"Logistics
(Imperial Culture Wing)",upgrade_add_culture_wing_castle_b_abb_ha_01,"Constructs the Culture Wing.
Upon completion, grants 4 Dervish, improves the unit's healing by +50%, and turns it on permanently.",3,,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
214,213,,2141097,ay,ayyubids,abbasid_ha_01,imperial-economic-wing-growth-3,"Growth
(Imperial Economic Wing)",technology,"Constructs the Economic Wing.
Upon completion, grants 10 Villagers and all Villagers work +10% faster.",imperial-economic-wing-growth,"Growth
(Imperial Economic Wing)",upgrade_add_economy_wing_castle_a_abb_ha_01,"Constructs the Economic Wing.
Upon completion, grants 10 Villagers and all Villagers work +10% faster.",3,,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
215,214,,2141098,ay,ayyubids,abbasid_ha_01,imperial-economic-wing-industry-3,"Industry
(Imperial Economic Wing)",technology,"Constructs the Economic Wing.
Upon completion, awards 2000 Wood and 900 Stone.",imperial-economic-wing-industry,"Industry
(Imperial Economic Wing)",upgrade_add_economy_wing_castle_b_abb_ha_01,"Constructs the Economic Wing.
Upon completion, awards 2000 Wood and 900 Stone.",3,,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
216,215,,2141102,ay,ayyubids,abbasid_ha_01,imperial-military-wing-master-smiths-3,"Master Smiths
(Imperial Military Wing)",technology,"Constructs the Military Wing.
The Blacksmith's damage and armor technologies become free and complete automatically when entering an Age. (Those of other Ages must still be researched as normal).",imperial-military-wing-master-smiths,"Master Smiths
(Imperial Military Wing)",upgrade_add_military_wing_castle_b_abb_ha_01,"Constructs the Military Wing.
The Blacksmith's damage and armor technologies become free and complete automatically when entering an Age. (Those of other Ages must still be researched as normal).",3,,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
217,216,,2132765,ay,ayyubids,abbasid_ha_01,imperial-military-wing-reinforcement-3,"Reinforcement
(Imperial Military Wing)",technology,"Constructs the Military Wing.
Upon completion, Cavalry units gain the ability to construct siege weapons.
The House of Wisdom produces 7 Desert Raiders immediately and then every 2 minutes for the rest of the game.",imperial-military-wing-reinforcement,"Reinforcement
(Imperial Military Wing)",upgrade_add_military_wing_castle_a_abb_ha_01,"Constructs the Military Wing.
Upon completion, Cavalry units gain the ability to construct siege weapons.
The House of Wisdom produces 7 Desert Raiders immediately and then every 2 minutes for the rest of the game.",3,,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
218,217,,2141117,ay,ayyubids,abbasid_ha_01,imperial-trade-wing-advisors-3,"Advisors
(Imperial Trade Wing)",technology,"Constructs the Trade Wing.
Upon completion, gain 7 Atabeg which can be garrisoned in any military production building (except Docks) to increase the health of newly trained units by 20%.",imperial-trade-wing-advisors,"Advisors
(Imperial Trade Wing)",upgrade_add_trade_wing_castle_b_abb_ha_01,"Constructs the Trade Wing.
Upon completion, gain 7 Atabeg which can be garrisoned in any military production building (except Docks) to increase the health of newly trained units by 20%.",3,,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
219,218,,2141116,ay,ayyubids,abbasid_ha_01,imperial-trade-wing-bazaar-3,"Bazaar
(Imperial Trade Wing)",technology,"Constructs the Trade Wing.
Every three minutes a trade caravan arrives with a random selection of four favorable exchanges of resources and units.
The quality of these trades is permanently set depending on the Age at which the Trade Wing is constructed. Using the Trade Wing to enter a later age provides more lucrative trades.",imperial-trade-wing-bazaar,"Bazaar
(Imperial Trade Wing)",upgrade_add_trade_wing_castle_a_abb_ha_01,"Constructs the Trade Wing.
Every three minutes a trade caravan arrives with a random selection of four favorable exchanges of resources and units.
The quality of these trades is permanently set depending on the Age at which the Trade Wing is constructed. Using the Trade Wing to enter a later age provides more lucrative trades.",3,,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
220,219,,2101633,ay,ayyubids,abbasid_ha_01,incendiaries-3,Incendiaries,technology,Incendiary Ships gain +20% explosion range.,incendiaries,Incendiaries,upgrade_naval_incendiaries,Incendiary Ships gain +20% explosion range.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
221,220,,127838,ay,ayyubids,abbasid_ha_01,incendiary-arrows-4,Incendiary Arrows,technology,Flammable munitions grant non-gunpowder ranged units a siege arrow or bolt when attacking buildings and increase their damage by +20%.,incendiary-arrows,Incendiary Arrows,upgrade_ranged_incendiary,Flammable munitions grant non-gunpowder ranged units a siege arrow or bolt when attacking buildings and increase their damage by +20%.,4,,0,1000,500,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
222,221,,2133427,ay,ayyubids,abbasid_ha_01,infantry-support-4,Infantry Support,technology,Infantry increase the armor of nearby camels by 3.,infantry-support,Infantry Support,upgrade_mil_infantry_support_abb_ha_01,Infantry increase the armor of nearby camels by 3.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
223,222,,188121,ay,ayyubids,abbasid_ha_01,insulated-helm-3,Insulated Helm,technology,Increase the melee armor of all non-siege units by +1.,insulated-helm,Insulated Helm,upgrade_melee_armor_ii,Increase the melee armor of all non-siege units by +1.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
224,223,,188266,ay,ayyubids,abbasid_ha_01,iron-undermesh-2,Iron Undermesh,technology,Increase the ranged armor of all non-siege units by +1.,iron-undermesh,Iron Undermesh,upgrade_ranged_armor_i,Increase the ranged armor of all non-siege units by +1.,2,,0,125,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
225,224,,2117424,ay,ayyubids,abbasid_ha_01,lightweight-beams-4,Lightweight Beams,technology,Increase Battering Ram attack speed by +20% and reduce their field construction time by -50%.,lightweight-beams,Lightweight Beams,upgrade_ram_scaling,Increase Battering Ram attack speed by +20% and reduce their field construction time by -50%.,4,,0,400,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
226,225,,171836,ay,ayyubids,abbasid_ha_01,lumber-preservation-3,Lumber Preservation,technology,Increase Villagers' gathering rate for Wood by 15%.,lumber-preservation,Lumber Preservation,upgrade_econ_resource_wood_harvest_rate_3,Increase Villagers' gathering rate for Wood by 15%.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
227,226,,188122,ay,ayyubids,abbasid_ha_01,master-smiths-4,Master Smiths,technology,Increase the melee armor of all non-siege units by +1.,master-smiths,Master Smiths,upgrade_melee_armor_iii,Increase the melee armor of all non-siege units by +1.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
228,227,,128454,ay,ayyubids,abbasid_ha_01,military-academy-3,Military Academy,technology,"Increase the production speed of infantry, cavalry, siege, and transport units at buildings by 33%.
Does not affect religious units or other support units.",military-academy,Military Academy,upgrade_tech_military_academy,"Increase the production speed of infantry, cavalry, siege, and transport units at buildings by 33%.
Does not affect religious units or other support units.",3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
229,228,,2076426,ay,ayyubids,abbasid_ha_01,naval-arrowslits-2,Naval Arrowslits,technology,Add a defensive arrowslit to this Dock which only attacks ships.,naval-arrowslits,Naval Arrowslits,upgrade_naval_arrowslits,Add a defensive arrowslit to this Dock which only attacks ships.,2,,0,0,75,125,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
230,229,,200371,ay,ayyubids,abbasid_ha_01,phalanx-2,Phalanx,technology,Increase the attack range of Spearmen by +100%.,phalanx,Phalanx,upgrade_camel_archer_comp_bow_abb,Increase the attack range of Spearmen by +100%.,2,,50,125,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
231,230,,129403,ay,ayyubids,abbasid_ha_01,piety-4,Piety,technology,Increase the health of religious units by +40.,piety,Piety,upgrade_unit_religious_piety_4,Increase the health of religious units by +40.,4,,0,325,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
232,231,,188271,ay,ayyubids,abbasid_ha_01,platecutter-point-4,Platecutter Point,technology,Increase the ranged damage of all arrows and bolts by +1.,platecutter-point,Platecutter Point,upgrade_ranged_damage_iii,Increase the ranged damage of all arrows and bolts by +1.,4,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
233,232,,171293,ay,ayyubids,abbasid_ha_01,precision-cross-breeding-4,Precision Cross-Breeding,technology,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,precision-cross-breeding,Precision Cross-Breeding,upgrade_econ_resource_food_harvest_rate_4,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,4,,0,500,250,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
234,233,,127933,ay,ayyubids,abbasid_ha_01,professional-scouts-2,Professional Scouts,technology,"Scouts gain the ability to carry animal carcasses and +100% damage against wild animals.
Scouts move -35% slower while carrying and cannot pick up Boar.",professional-scouts,Professional Scouts,upgrade_scout_forester,"Scouts gain the ability to carry animal carcasses and +100% damage against wild animals.
Scouts move -35% slower while carrying and cannot pick up Boar.",2,,0,275,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
