id,IDUnit,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
145,144,,2136951,by,byzantines,byzantine,desert-raider-3,Veteran Desert Raider,unit,"Versatile Cavalry unit that can swap between ranged and melee attacks with a toggle.
+ Effective against Light Infantry in Ranged Mode
+ Effective against Cavalry in Melee Mode
- High cost
- Weak to Ranged units

Mercenary that can be purchased per 3 units for a total of 540 Olive Oil.

This Mercenary can only be purchased on Mercenary Houses built near a neutral Trade Post that list this unit. The chance of this unit being available on a Trade Post is 20%.",desert-raider,Veteran Desert Raider,unit_mamluk_3_merc_byz,"Versatile Cavalry unit that can swap between ranged and melee attacks with a toggle.
+ Effective against Light Infantry in Ranged Mode
+ Effective against Cavalry in Melee Mode
- High cost
- Weak to Ranged units

Mercenary that can be purchased per 3 units for a total of 540 Olive Oil.

This Mercenary can only be purchased on Mercenary Houses built near a neutral Trade Post that list this unit. The chance of this unit being available on a Trade Post is 20%.",3,145.0,0,0,0,0,,0,180,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
146,145,,2136952,by,byzantines,byzantine,desert-raider-4,Elite Desert Raider,unit,"Versatile Cavalry unit that can swap between ranged and melee attacks with a toggle.
+ Effective against Light Infantry in Ranged Mode
+ Effective against Cavalry in Melee Mode
- High cost
- Weak to Ranged units

Mercenary that can be purchased per 3 units for a total of 540 Olive Oil.

This Mercenary can only be purchased on Mercenary Houses built near a neutral Trade Post that list this unit. The chance of this unit being available on a Trade Post is 20%.",desert-raider,Elite Desert Raider,unit_mamluk_4_merc_byz,"Versatile Cavalry unit that can swap between ranged and melee attacks with a toggle.
+ Effective against Light Infantry in Ranged Mode
+ Effective against Cavalry in Melee Mode
- High cost
- Weak to Ranged units

Mercenary that can be purchased per 3 units for a total of 540 Olive Oil.

This Mercenary can only be purchased on Mercenary Houses built near a neutral Trade Post that list this unit. The chance of this unit being available on a Trade Post is 20%.",4,175.0,0,0,0,0,,0,180,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
147,146,,8953580,by,byzantines,byzantine,dromon-2,Dromon,unit,"Military ship equipped a flamethrower that can be upgraded to use Greek Fire.
+ Strong against Arrow Ships
- Low weapon range
- Countered by Demolition Ships",dromon,Dromon,unit_naval_combat_ship_2_byz,"Military ship equipped a flamethrower that can be upgraded to use Greek Fire.
+ Strong against Arrow Ships
- Low weapon range
- Countered by Demolition Ships",2,500.0,100,60,200,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
148,147,,8626667,by,byzantines,byzantine,fishing-boat-2,Fishing Boat,unit,"Small boat that gathers Food from either Deep Water Fish or Shoreline Fish. Drops off gathered resources at the Dock.
+ Can repair
- No combat",fishing-boat,Fishing Boat,unit_naval_fishing_boat_2_byz,"Small boat that gathers Food from either Deep Water Fish or Shoreline Fish. Drops off gathered resources at the Dock.
+ Can repair
- No combat",2,100.0,0,0,75,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
149,148,,6590831,by,byzantines,byzantine,galley-2,Galley,unit,"Oared war vessel armed with a crew of archers.
+ Increased maneuverability
+ Benefits from ranged damage Blacksmith technology",galley,Galley,unit_naval_war_galley_3_byz,"Oared war vessel armed with a crew of archers.
+ Increased maneuverability
+ Benefits from ranged damage Blacksmith technology",2,300.0,80,0,150,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
150,149,,2136963,by,byzantines,byzantine,ghulam-3,Ghulam,unit,"Tough infantry that deal two attacks in rapid succession.
+ High armor
+ Higher attack damage on charge
- Lower base attack damage than a Man-at-Arms
- Can build Mangonels and Springalds on the field without requiring Siege Engineers
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen

Mercenary that can be purchased per 3 units for a total of 450 Olive Oil.

Requires the Eastern Mercenary Contract.",ghulam,Ghulam,unit_ghulam_3_merc_byz,"Tough infantry that deal two attacks in rapid succession.
+ High armor
+ Higher attack damage on charge
- Lower base attack damage than a Man-at-Arms
- Can build Mangonels and Springalds on the field without requiring Siege Engineers
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen

Mercenary that can be purchased per 3 units for a total of 450 Olive Oil.

Requires the Eastern Mercenary Contract.",3,195.0,0,0,0,0,,0,150,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
151,150,,2136964,by,byzantines,byzantine,ghulam-4,Elite Ghulam,unit,"Tough infantry that deal two attacks in rapid succession.
+ High armor
+ Higher attack damage on charge
- Lower base attack damage than a Man-at-Arms
- Can build Mangonels and Springalds on the field without requiring Siege Engineers
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen

Mercenary that can be purchased per 3 units for a total of 450 Olive Oil.

Requires the Eastern Mercenary Contract.",ghulam,Elite Ghulam,unit_ghulam_4_merc_byz,"Tough infantry that deal two attacks in rapid succession.
+ High armor
+ Higher attack damage on charge
- Lower base attack damage than a Man-at-Arms
- Can build Mangonels and Springalds on the field without requiring Siege Engineers
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen

Mercenary that can be purchased per 3 units for a total of 450 Olive Oil.

Requires the Eastern Mercenary Contract.",4,225.0,0,0,0,0,,0,150,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
152,151,,2104164,by,byzantines,byzantine,grenadier-4,Grenadier,unit,"Advanced ranged infantry with thrown explosive canisters that deal damage in a small area.
+ Deals area damage
- Low single target damage
- Slow movement speed

Mercenary that can be purchased per 2 units for a total of 480 Olive Oil.

Requires the Silk Road Contract.",grenadier,Grenadier,unit_grenadier_4_merc_byz,"Advanced ranged infantry with thrown explosive canisters that deal damage in a small area.
+ Deals area damage
- Low single target damage
- Slow movement speed

Mercenary that can be purchased per 2 units for a total of 480 Olive Oil.

Requires the Silk Road Contract.",4,150.0,0,0,0,0,,0,240,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
153,152,,7157228,by,byzantines,byzantine,handcannoneer-4,Handcannoneer,unit,"Powerful all-purpose ranged infantry.
+ High damage
- High cost
- Slow movement speed
- Countered by Horsemen",handcannoneer,Handcannoneer,unit_handcannon_4_byz,"Powerful all-purpose ranged infantry.
+ High damage
- High cost
- Slow movement speed
- Countered by Horsemen",4,130.0,120,120,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
154,153,,2136965,by,byzantines,byzantine,horse-archer-3,Horse Archer,unit,"Highly mobile ranged cavalry effective against slower melee units.
+ High mobility
- Weak vs ranged units

Mercenary that can be purchased per 3 units for a total of 360 Olive Oil.

This Mercenary can only be purchased on Mercenary Houses built near a neutral Trade Post that list this unit. The chance of this unit being available on a Trade Post is 20%.",horse-archer,Horse Archer,unit_horsearcher_3_merc_byz,"Highly mobile ranged cavalry effective against slower melee units.
+ High mobility
- Weak vs ranged units

Mercenary that can be purchased per 3 units for a total of 360 Olive Oil.

This Mercenary can only be purchased on Mercenary Houses built near a neutral Trade Post that list this unit. The chance of this unit being available on a Trade Post is 20%.",3,85.0,0,0,0,0,,0,120,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
155,154,,2136966,by,byzantines,byzantine,horse-archer-4,Elite Horse Archer,unit,"Highly mobile ranged cavalry effective against slower melee units.
+ High mobility
- Weak vs ranged units

Mercenary that can be purchased per 3 units for a total of 360 Olive Oil.

This Mercenary can only be purchased on Mercenary Houses built near a neutral Trade Post that list this unit. The chance of this unit being available on a Trade Post is 20%.",horse-archer,Elite Horse Archer,unit_horsearcher_4_merc_byz,"Highly mobile ranged cavalry effective against slower melee units.
+ High mobility
- Weak vs ranged units

Mercenary that can be purchased per 3 units for a total of 360 Olive Oil.

This Mercenary can only be purchased on Mercenary Houses built near a neutral Trade Post that list this unit. The chance of this unit being available on a Trade Post is 20%.",4,100.0,0,0,0,0,,0,120,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
156,155,,7576265,by,byzantines,byzantine,horseman-2,Horseman,unit,"Fast cavalry effective at raiding, flanking, and countering ranged units.
+ High movement speed
- Weak against melee units
- Countered by Spearmen",horseman,Horseman,unit_horseman_2_byz,"Fast cavalry effective at raiding, flanking, and countering ranged units.
+ High movement speed
- Weak against melee units
- Countered by Spearmen",2,125.0,100,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
157,156,,3096230,by,byzantines,byzantine,horseman-3,Veteran Horseman,unit,"Fast cavalry effective at raiding, flanking, and countering ranged units.
+ High movement speed
- Weak against melee units
- Countered by Spearmen",horseman,Veteran Horseman,unit_horseman_3_byz,"Fast cavalry effective at raiding, flanking, and countering ranged units.
+ High movement speed
- Weak against melee units
- Countered by Spearmen",3,155.0,100,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
158,157,,2986328,by,byzantines,byzantine,horseman-4,Elite Horseman,unit,"Fast cavalry effective at raiding, flanking, and countering ranged units.
+ High movement speed
- Weak against melee units
- Countered by Spearmen",horseman,Elite Horseman,unit_horseman_4_byz,"Fast cavalry effective at raiding, flanking, and countering ranged units.
+ High movement speed
- Weak against melee units
- Countered by Spearmen",4,180.0,100,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
159,158,,2138873,by,byzantines,byzantine,huihui-pao-1,Huihui Pao,unit,"Massive siege engine with incredible range, extra effective at destroying buildings and walls.
+ Extremely long range
- Must be set up to fire

Mercenary that can be purchased for 1000 Olive Oil.",huihui-pao,Huihui Pao,unit_khaganate_great_trebuchet_merc_byz,"Massive siege engine with incredible range, extra effective at destroying buildings and walls.
+ Extremely long range
- Must be set up to fire

Mercenary that can be purchased for 1000 Olive Oil.",1,260.0,0,0,0,0,,0,1000,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
160,159,,2104194,by,byzantines,byzantine,javelin-thrower-2,Javelin Thrower,unit,"Ranged infantry effective against other ranged units.
+ Anti-ranged specialist
+ Increased weapon range
+ Comes with ranged armor
- Low health
- Countered by Horsemen",javelin-thrower,Javelin Thrower,unit_javelin_2_merc_byz,"Ranged infantry effective against other ranged units.
+ Anti-ranged specialist
+ Increased weapon range
+ Comes with ranged armor
- Low health
- Countered by Horsemen",2,70.0,0,0,0,0,,0,115,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
161,160,,2104195,by,byzantines,byzantine,javelin-thrower-3,Veteran Javelin Thrower,unit,"Ranged infantry effective against other ranged units.
+ Anti-ranged specialist
+ Increased weapon range
+ Comes with ranged armor
- Low health
- Countered by Horsemen",javelin-thrower,Veteran Javelin Thrower,unit_javelin_3_merc_byz,"Ranged infantry effective against other ranged units.
+ Anti-ranged specialist
+ Increased weapon range
+ Comes with ranged armor
- Low health
- Countered by Horsemen",3,80.0,0,0,0,0,,0,115,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
162,161,,2104196,by,byzantines,byzantine,javelin-thrower-4,Elite Javelin Thrower,unit,"Ranged infantry effective against other ranged units.
+ Anti-ranged specialist
+ Increased weapon range
+ Comes with ranged armor
- Low health
- Countered by Horsemen",javelin-thrower,Elite Javelin Thrower,unit_javelin_4_merc_byz,"Ranged infantry effective against other ranged units.
+ Anti-ranged specialist
+ Increased weapon range
+ Comes with ranged armor
- Low health
- Countered by Horsemen",4,95.0,0,0,0,0,,0,115,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
163,162,,2136775,by,byzantines,byzantine,keshik-2,Keshik,unit,"Expensive cavalry with high damage and a powerful charge attack. Effective against most units.
+ Heavy armor
+ Strong in melee combat
+ Restores health after every attack
- Less health than Lancers
- Countered by Spearmen and Crossbowmen

Mercenary that can be purchased per 2 units for a total of 400 Olive Oil.

Requires the Eastern Mercenary Contract.",keshik,Keshik,unit_keshik_2_merc_byz,"Expensive cavalry with high damage and a powerful charge attack. Effective against most units.
+ Heavy armor
+ Strong in melee combat
+ Restores health after every attack
- Less health than Lancers
- Countered by Spearmen and Crossbowmen

Mercenary that can be purchased per 2 units for a total of 400 Olive Oil.

Requires the Eastern Mercenary Contract.",2,145.0,0,0,0,0,,0,200,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
164,163,,2136776,by,byzantines,byzantine,keshik-3,Veteran Keshik,unit,"Expensive cavalry with high damage and a powerful charge attack. Effective against most units.
+ Heavy armor
+ Strong in melee combat
+ Restores health after every attack
- Less health than Lancers
- Countered by Spearmen and Crossbowmen

Mercenary that can be purchased per 2 units for a total of 400 Olive Oil.

Requires the Eastern Mercenary Contract.",keshik,Veteran Keshik,unit_keshik_3_merc_byz,"Expensive cavalry with high damage and a powerful charge attack. Effective against most units.
+ Heavy armor
+ Strong in melee combat
+ Restores health after every attack
- Less health than Lancers
- Countered by Spearmen and Crossbowmen

Mercenary that can be purchased per 2 units for a total of 400 Olive Oil.

Requires the Eastern Mercenary Contract.",3,175.0,0,0,0,0,,0,200,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
165,164,,2136777,by,byzantines,byzantine,keshik-4,Elite Keshik,unit,"Expensive cavalry with high damage and a powerful charge attack. Effective against most units.
+ Heavy armor
+ Strong in melee combat
+ Restores health after every attack
- Less health than Lancers
- Countered by Spearmen and Crossbowmen

Mercenary that can be purchased per 2 units for a total of 400 Olive Oil.

Requires the Eastern Mercenary Contract.",keshik,Elite Keshik,unit_keshik_4_merc_byz,"Expensive cavalry with high damage and a powerful charge attack. Effective against most units.
+ Heavy armor
+ Strong in melee combat
+ Restores health after every attack
- Less health than Lancers
- Countered by Spearmen and Crossbowmen

Mercenary that can be purchased per 2 units for a total of 400 Olive Oil.

Requires the Eastern Mercenary Contract.",4,210.0,0,0,0,0,,0,200,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
166,165,,2104174,by,byzantines,byzantine,landsknecht-3,Landsknecht,unit,"Brave unarmored infantry with an enormous two-handed sword, effective in mixed armies.
+ Melee attack deals area damage
- Low health
- Countered by Archers

Mercenary that can be purchased per 3 units for a total of 480 Olive Oil.

Requires the Western Mercenary Contract.",landsknecht,Landsknecht,unit_landsknecht_3_merc_byz,"Brave unarmored infantry with an enormous two-handed sword, effective in mixed armies.
+ Melee attack deals area damage
- Low health
- Countered by Archers

Mercenary that can be purchased per 3 units for a total of 480 Olive Oil.

Requires the Western Mercenary Contract.",3,85.0,0,0,0,0,,0,160,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
167,166,,2104175,by,byzantines,byzantine,landsknecht-4,Elite Landsknecht,unit,"Brave unarmored infantry with an enormous two-handed sword, effective in mixed armies.
+ Melee attack deals area damage
- Low health
- Countered by Archers

Mercenary that can be purchased per 3 units for a total of 480 Olive Oil.

Requires the Western Mercenary Contract.",landsknecht,Elite Landsknecht,unit_landsknecht_4_merc_byz,"Brave unarmored infantry with an enormous two-handed sword, effective in mixed armies.
+ Melee attack deals area damage
- Low health
- Countered by Archers

Mercenary that can be purchased per 3 units for a total of 480 Olive Oil.

Requires the Western Mercenary Contract.",4,100.0,0,0,0,0,,0,160,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
